Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Expression of 0	Rows with missing values	Outlier
gene-b2524	313	2785	445	2317	191	261	88	95	40	67	47	41	host	iscX	1.6228296632368446	0	0	0	1
gene-b4302	16	97	6	146	5	155	0	83	4	64	0	27	host	sgcA	1.0974820664289606	0	1	0	1
gene-b3427	18	87	42	160	27	144	9	75	2	49	2	27	host	yzgL	0.9533779183856629	0	0	0	1
gene-b2531	780	8610	485	5929	168	784	122	199	77	156	98	67	host	iscR	1.8321441018441227	0	0	0	1
gene-b3203	644	2004	781	1650	193	197	45	62	42	46	42	20	host	hpf	1.3687646349465163	0	0	0	1
gene-b0067	73	625	175	855	62	505	38	309	21	258	21	108	host	thiP	1.0267895606865918	0	0	0	1
gene-b2028	62	672	139	792	38	246	7	135	14	88	5	48	host	ugd	1.355279293292916	0	0	0	1
gene-b1372	23	160	19	314	15	378	7	277	2	136	1	54	host	stfR	1.135231346831179	0	0	0	1
gene-b0320	9	94	20	250	13	301	5	222	2	139	3	50	host	yahF	1.1334159102427348	0	0	0	1
gene-b1333	461	2437	585	2578	213	477	90	165	62	141	30	67	host	uspE	1.4247241096662282	0	0	0	1
gene-b3294	12274	75226	21131	112536	14840	23886	6041	9152	4573	8280	3476	5295	host	rplQ	1.3118030436378094	0	0	0	1
gene-b3939	282	575	249	941	100	562	75	314	36	243	58	104	host	metB	0.8855687819913012	0	0	0	1
gene-b3733	11286	55671	14983	87091	11089	10613	3447	2112	1903	1682	1600	705	host	atpG	1.5219939007925443	0	0	0	1
gene-b4020	123	590	251	1013	97	530	36	360	25	263	18	89	host	yjbB	1.0158241817471905	0	0	0	1
gene-b0028	466	1876	958	2937	431	314	120	121	52	109	64	39	host	fkpB	1.3836132579113725	0	0	0	1
gene-b2148	15	54	27	212	10	167	2	127	5	92	3	29	host	mglC	1.1059711652697592	0	0	0	1
gene-b4774	63	376	85	437	44	175	14	86	5	49	10	28	host	yncP	1.21123781434481	0	0	0	1
gene-b1678	145	688	199	1084	103	229	40	119	20	89	9	30	host	ldtE	1.3569514079219582	0	0	0	1
gene-b1478	169	915	382	1948	244	465	93	151	32	133	21	41	host	adhP	1.3854251792742107	0	0	0	1
gene-b1535	27	219	82	447	38	151	5	94	7	62	1	16	host	dgcZ	1.2878257582794104	0	0	0	1
gene-b3868	2268	15705	3050	25269	883	2299	275	837	165	713	99	397	host	glnG	1.7412807817180527	0	0	0	1
gene-b1403	38	178	52	232	23	121	9	78	5	58	5	22	host	insC2	1.0224368252526652	0	0	0	1
gene-b0061	10	56	5	124	6	173	2	95	1	69	2	32	host	araD	1.1409901845038877	0	0	0	1
gene-b4554	189	213	77	182	25	81	18	46	8	26	9	19	host	yibT	0.9851642435686437	0	0	0	1
gene-b3848	318	1179	539	1779	296	518	151	242	92	198	65	84	host	yigZ	1.090902733456969	0	0	0	1
gene-b3532	74	610	111	1078	41	734	26	891	9	547	10	172	host	bcsB	1.0412684118312292	0	0	0	1
gene-b1135	47	690	85	294	34	117	12	81	10	52	4	24	host	rluE	1.5514163679457822	0	0	0	1
gene-b4691	197	1480	358	2384	377	12280	151	6783	323	4399	47	3449	host	sroH	1.315624360393218	0	0	0	1
gene-b2481	1	39	4	102	2	138	3	90	1	73	2	26	host	hyfA	1.1574404133959906	0	0	0	1
gene-b1474	39	290	42	423	38	354	17	250	12	168	4	90	host	fdnG	0.9904161965962206	0	0	0	1
gene-b2742	3578	2195	3963	1988	1681	1421	570	492	305	288	269	127	host	nlpD	0.8998061044085062	0	0	0	1
gene-b3684	8	84	8	233	1	289	1	235	2	113	0	36	host	yidP	1.2332119384472844	0	1	0	1
gene-b2393	289	2662	507	3016	195	375	60	179	85	144	47	52	host	nupC	1.5729135660041962	0	0	0	1
gene-b2231	5143	24910	6809	27338	4055	5312	1498	1181	804	1043	721	413	host	gyrA	1.3605989822610485	0	0	0	1
gene-T4p236	2	0	9	551	1123	114524	3346	86050	8702	72855	1246	32461	phage	nrdA.2	1.464130672730458	0	1	0	1
gene-b2950	35	143	46	287	21	233	13	175	10	108	0	37	host	yggR	1.0010030288775469	0	1	0	1
gene-b0102	222	1741	328	1566	104	285	56	129	34	92	19	50	host	zapD	1.4941576070526146	0	0	0	1
gene-T4p077	2	1	15	1088	331	20183	528	51003	4973	106360	469	40820	phage	I-TevII	1.6643137625712936	0	0	0	0
gene-b3671	359	428	690	1620	333	722	160	419	92	297	67	114	host	ilvB	0.9283890496754025	0	0	0	1
gene-b2472	417	1593	622	2759	330	672	106	291	58	170	54	84	host	dapE	1.29366993276791	0	0	0	1
gene-b0898	76	929	126	762	71	367	28	203	22	117	3	65	host	ycaD	1.267510097550241	0	0	0	1
gene-b0782	216	1412	270	1424	79	173	32	97	18	82	19	32	host	moaB	1.545975608099074	0	0	0	1
gene-b2446	6	49	5	75	1	107	0	52	1	42	0	14	host	yffO	1.1592858570460987	0	1	0	1
gene-b3445	17	173	31	180	20	70	5	45	5	49	1	22	host	insB6	1.148931125444231	0	0	0	1
gene-b2755	31	162	59	250	32	263	10	173	10	114	1	53	host	cas1	0.934401526722954	0	0	0	1
gene-b4002	28	109	36	226	19	198	17	106	13	80	11	18	host	zraP	0.9966557733936798	0	0	0	1
gene-b4400	30	149	61	330	24	319	7	215	5	166	1	82	host	creD	0.9908947365565058	0	0	0	1
gene-b1281	287	6245	397	3666	200	413	91	178	58	181	43	69	host	pyrF	1.8824776814577575	0	0	0	1
gene-b0821	123	537	154	856	89	297	36	159	12	102	14	41	host	ybiU	1.2036491427296405	0	0	0	1
gene-b3866	290	1887	236	1829	104	377	61	145	52	123	35	50	host	yihI	1.4929525805938741	0	0	0	1
gene-b0676	428	2317	521	1933	161	357	73	203	31	130	40	39	host	nagC	1.4216114891832088	0	0	0	1
gene-b3917	512	1691	352	1568	81	492	29	311	32	216	38	101	host	sbp	1.2218771126952095	0	0	0	1
gene-b1225	19	140	36	206	20	285	12	168	3	136	3	49	host	narH	1.0065967499914192	0	0	0	1
gene-b2037	470	2120	225	2121	99	275	5	119	38	80	4	38	host	rfbX	1.6107420444423597	0	0	0	1
gene-b4136	329	1522	373	1392	111	393	52	280	35	221	23	97	host	dsbD	1.2148760113891683	0	0	0	1
gene-b2113	1259	2910	1532	2313	909	1075	352	364	185	215	152	135	host	mrp	0.9255145731790988	0	0	0	1
gene-b0707	49	386	99	444	28	160	7	83	4	65	2	26	host	ybgA	1.264768671340196	0	0	0	1
gene-b3030	898	4349	1523	6371	718	1004	257	471	159	351	100	152	host	parE	1.3783355948759288	0	0	0	1
gene-b3084	236	1763	408	1708	194	544	90	279	71	216	43	77	host	rlmG	1.2439830131434961	0	0	0	1
gene-b2405	58	197	75	566	50	296	18	187	15	77	5	36	host	xapR	1.1867816011461838	0	0	0	1
gene-b1238	143	742	144	1023	81	213	21	61	13	46	8	14	host	tdk	1.4949062565107711	0	0	0	1
gene-b1706	337	2816	556	2436	203	390	89	192	65	145	38	51	host	selO	1.5037355536306896	0	0	0	1
gene-b0189	105	723	83	418	33	118	19	71	9	46	2	20	host	rof	1.5054726535145961	0	0	0	1
gene-b0143	847	12278	1806	8760	545	1013	281	438	147	354	139	146	host	pcnB	1.7059883810190957	0	0	0	1
gene-b1752	9	99	12	124	8	123	0	82	1	41	0	22	host	ydjZ	1.0897971017767953	0	1	0	1
gene-b2979	70	202	198	317	55	330	22	207	7	142	5	50	host	glcD	0.8323509509283921	0	0	0	1
gene-b3551	502	1902	667	2421	256	950	87	641	63	397	48	174	host	bisC	1.070508673662682	0	0	0	1
gene-b0215	201	1380	1147	893	56	176	27	85	29	58	16	33	host	dnaQ	1.3889955186741005	0	0	0	1
gene-b1594	127	281	153	319	50	240	19	165	27	102	11	68	host	mlc	0.7698563997203927	0	0	0	1
gene-b3708	59	131	66	521	37	599	21	360	22	322	14	134	host	tnaA	1.042721736122194	0	0	0	1
gene-b3433	4093	5166	5588	6335	4346	2523	1337	785	587	527	381	234	host	asd	0.8302793919430683	0	0	0	1
gene-T4p092	2	0	3469	168251	8568	120991	481	23522	1539	20532	332	16063	phage	nrdC.8	1.7363275648172523	0	1	0	1
gene-b2376	6	18	8	51	3	59	2	39	1	26	1	17	host	ypdI	1.0126817166763173	0	0	0	1
gene-b3725	251	632	298	938	115	404	50	190	38	140	28	44	host	pstB	1.0237245800905797	0	0	0	1
gene-b1271	118	482	124	492	34	153	23	94	7	74	12	28	host	yciK	1.1935182840975245	0	0	0	1
gene-b1130	439	1814	612	1706	214	311	71	138	57	97	32	49	host	phoP	1.3106257427695711	0	0	0	1
gene-b0489	113	709	189	1004	60	234	35	145	17	108	22	36	host	qmcA	1.3338655177092582	0	0	0	1
gene-b2185	3322	23568	4312	27926	3092	8050	1093	988	679	736	379	271	host	rplY	1.4581650145101095	0	0	0	1
gene-b2673	153	102	65	146	13	93	11	49	2	32	2	27	host	nrdH	0.8944445507091292	0	0	0	1
gene-b3494	139	234	93	196	26	91	11	60	12	48	7	23	host	uspB	0.9265413912778093	0	0	0	1
gene-b1067	313	1089	266	1094	87	199	37	117	37	67	30	32	host	yceH	1.3316261712008424	0	0	0	1
gene-b4090	25	28	21	116	8	146	5	101	1	75	0	38	host	rpiB	1.018057871086829	0	1	0	1
gene-b1255	169	2102	229	1935	108	301	27	137	23	99	11	39	host	yciC	1.6572658253734869	0	0	0	1
gene-b4125	101	739	128	702	34	442	19	282	19	167	8	43	host	dcuS	1.133830946638334	0	0	0	1
gene-b0010	50	453	96	463	47	264	32	117	10	63	8	29	host	satP	1.164410458423607	0	0	0	1
gene-b0967	407	4887	516	4848	256	722	106	295	86	229	50	85	host	rlmI	1.6547305541099648	0	0	0	1
gene-b2809	46	385	101	538	44	226	7	41	3	29	0	22	host	ygdI	1.38581436524031	0	1	0	1
gene-b1680	136	378	247	852	171	305	37	179	13	120	13	38	host	sufS	1.081545949202308	0	0	0	1
gene-b1931	8	51	8	117	0	129	2	79	0	47	0	18	host	yedK	1.1759923985809657	0	1	0	1
gene-b0121	918	9856	1304	9529	659	1009	210	298	184	286	124	98	host	speE	1.6883380371641676	0	0	0	1
gene-b1775	6	60	10	190	3	236	0	139	1	102	0	36	host	ydjK	1.2154091728853695	0	1	0	1
gene-b4034	131	2046	128	1803	50	571	25	301	27	209	30	62	host	malE	1.5125832713121374	0	0	0	1
gene-b4422	4	41	10	101	9	36	2	18	4	28	0	18	host	rdlB	1.1927612626784656	0	1	0	1
gene-b0633	720	5933	1036	5691	372	2057	186	4948	85	270	91	109	host	rlpA	1.2445418538098478	0	0	0	1
gene-b3034	278	1049	344	1237	133	300	55	161	24	105	24	60	host	nudF	1.230789924823739	0	0	0	1
gene-b1032	433	2500	303	8025	363	1520	302	1018	452	1663	224	1007	host	serX	1.4039399198330504	0	0	0	1
gene-b4315	136	1004	299	1666	218	427	60	147	29	94	16	67	host	fimI	1.3715390086852721	0	0	0	1
gene-b2887	11	139	19	386	5	382	3	295	4	276	3	95	host	ygfT	1.1101080233306897	0	0	0	1
gene-b3152	39	127	54	206	23	178	21	141	11	96	5	40	host	yraR	0.8451679988092043	0	0	0	1
gene-b2889	18	229	32	209	28	141	17	102	5	57	4	22	host	idi	1.0637625638182	0	0	0	1
gene-b3514	93	653	209	1402	75	1010	47	680	31	506	16	218	host	mdtF	1.0414748210187215	0	0	0	1
gene-b0509	2	67	8	160	9	201	1	160	3	105	0	49	host	glxR	1.1175323871914804	0	1	0	1
gene-b1146	5	31	4	27	2	18	2	14	1	5	0	7	host	ymfT	1.0399281965517395	0	1	0	1
gene-b2065	430	4164	569	4490	296	762	145	278	74	210	60	113	host	dcd	1.5713465386435899	0	0	0	1
gene-b2523	860	10361	1224	10740	13301	1477	255	526	172	438	149	146	host	pepB	1.4452590384508415	0	0	0	1
gene-b0951	317	2742	517	3326	177	479	79	210	66	151	43	71	host	pqiB	1.5690182505480406	0	0	0	1
gene-T4p164	2	1	29	10101	17	19320	40	19254	11238	166727	7043	218650	phage	17	1.8687984879039705	0	0	0	0
gene-b0622	10	53	36	160	4	132	0	85	4	42	2	22	host	pagP	1.1183754451719852	0	1	0	1
gene-b4289	16	202	33	404	25	234	15	1002	3	146	2	76	host	fecC	1.5262417093630485	0	0	0	1
gene-b2019	1069	938	1641	1500	958	479	306	191	144	130	104	72	host	hisG	0.8688503620013611	0	0	0	1
gene-b1758	15	205	45	248	17	145	9	86	2	84	3	33	host	ynjF	1.0735860569406548	0	0	0	1
gene-b2365	40	179	40	269	8	250	5	159	4	119	1	61	host	dsdX	0.9937712825150075	0	0	0	1
gene-b4105	5	77	5	171	1	240	3	158	0	136	0	45	host	phnD	1.1604762811908478	0	1	0	1
gene-b0488	51	605	109	870	53	185	24	104	5	80	12	29	host	ybbJ	1.4713974808940957	0	0	0	1
gene-b2899	50	360	106	483	43	248	25	164	7	141	5	57	host	trhA	1.031575095365854	0	0	0	1
gene-b1107	591	1856	646	2470	368	394	117	168	74	163	49	78	host	nagZ	1.279204844614614	0	0	0	1
gene-b2253	33	245	144	1025	36	276	9	167	4	111	7	37	host	arnB	1.557387645078148	0	0	0	1
gene-b4601	2	15	0	20	2	34	1	27	0	23	0	19	host	ydgU	1.0002444808485786	0	1	0	1
gene-b1632	83	968	190	1135	52	191	34	104	18	70	19	43	host	rsxE	1.5179324004764434	0	0	0	1
gene-b2051	4	35	5	64	2	86	3	47	1	32	2	8	host	gmm	1.1442514717745211	0	0	0	1
gene-b2052	4	54	9	129	11	135	6	94	4	53	1	16	host	fcl	1.1186586394488198	0	0	0	1
gene-b0353	28	114	28	238	18	299	9	189	2	164	3	57	host	mhpT	1.0307034475376258	0	0	0	1
gene-b1460	2	36	4	115	3	130	2	111	2	60	0	35	host	ydcC	1.1545527272498213	0	1	0	1
gene-b3418	730	2245	1319	3672	381	884	190	451	169	329	120	144	host	malT	1.1613975793360132	0	0	0	1
gene-b4826	0	20	9	45	5	36	1	13	2	4	0	3	host	flgO	1.2397023851637612	0	1	0	1
gene-b3831	471	1793	561	2252	300	817	127	384	62	243	64	85	host	udp	1.139666114455308	0	0	0	1
gene-b0032	5288	111953	2669	49367	597	4138	265	1660	139	1768	80	686	host	carA	2.157195469366442	0	0	0	1
gene-b3696	55	345	43	329	19	269	1	151	6	109	0	38	host	yidX	1.0937792727291913	0	1	0	1
gene-b1928	290	1543	274	1785	127	399	67	162	28	96	20	54	host	yedD	1.4280845239148268	0	0	0	1
gene-b2121	5	65	11	157	2	193	2	140	1	95	1	36	host	yehP	1.1414806487345335	0	0	0	1
gene-b3173	35	143	41	260	14	318	5	197	11	132	2	59	host	yhbX	1.0212086498694608	0	0	0	1
gene-b1036	149	1052	312	1672	163	305	35	120	25	81	20	56	host	ycdZ	1.463392789991338	0	0	0	1
gene-b0973	18	92	36	203	15	269	4	192	4	164	0	42	host	hyaB	1.0515546966837988	0	1	0	1
gene-b2463	1404	2192	1916	2529	1391	1049	462	378	222	336	202	124	host	maeB	0.8047590536077286	0	0	0	1
gene-b0546	48	133	26	242	11	110	4	66	7	44	1	25	host	ybcM	1.1391848926896726	0	0	0	1
gene-b4544	8	55	18	95	3	80	2	55	2	45	5	23	host	arnE	0.9590861039825709	0	0	0	1
gene-b0416	729	5694	1338	6743	842	976	325	218	137	173	114	77	host	nusB	1.5055117481821594	0	0	0	1
gene-b0210	55	260	92	303	35	212	26	138	27	82	11	39	host	yafE	0.8949265638517497	0	0	0	1
gene-b4086	8	88	19	200	4	238	0	32378	2	110	0	43	host	alsC	3.23889607810846	0	1	0	1
gene-T4p271	1	0	5153	51765	11583	44429	1835	16411	2286	113305	471	6564	phage	ndd.2a	1.5324073629524033	0	1	0	1
gene-b4829	5	43	6	142	8	126	2	91	3	55	0	23	host	uhpU	1.1642751646874925	0	1	0	1
gene-b1746	849	1897	1618	6234	1110	1241	291	427	119	278	78	156	host	astD	1.3689302505090828	0	0	0	1
gene-T4p201	0	0	3	622	107	32649	453	61202	1635	41158	101	11043	phage	alt.1	1.6079133356907152	0	1	0	1
gene-b1973	16	45	8	90	4	82	1	65	0	35	0	20	host	zinT	1.031311288656777	0	1	0	1
gene-b1810	90	169	63	241	20	74	7	31	6	25	6	6	host	yoaC	1.1587671524478065	0	0	0	1
gene-b3899	12	140	13	410	12	2559	11	3034	12	232	5	72	host	frvB	1.878285073441541	0	0	0	1
gene-b1212	119	1060	315	1657	144	240	62	123	30	85	17	40	host	prmC	1.4966864347967255	0	0	0	1
gene-b1823	6097	24295	10225	36234	8353	8876	1308	1594	925	894	333	327	host	cspC	1.2915688747176959	0	0	0	1
gene-b4557	628	8339	1838	9737	979	1826	394	433	167	299	157	142	host	yidD	1.528493340214825	0	0	0	1
gene-T4p155	2	4	20	13936	53	29534	272	47525	19976	388957	9587	354876	phage	10	1.8735014340890566	0	0	0	0
gene-T4p217	2	1	794	65376	5134	90502	4628	79486	6889	42827	531	11587	phage	cd	1.2811220653188289	0	0	0	0
gene-b0968	74	301	95	338	42	125	19	60	7	44	8	20	host	yccX	1.1282436390343276	0	0	0	1
gene-b1299	494	761	788	736	229	166	80	88	28	64	18	26	host	puuR	1.0340121344911761	0	0	0	1
gene-b1651	392	1196	435	1560	234	317	93	92	57	60	29	26	host	gloA	1.2690579319126878	0	0	0	1
gene-b1659	34	496	67	494	30	165	16	108	8	62	4	31	host	punR	1.3514920392962546	0	0	0	1
gene-b2803	59	202	44	285	12	278	9	200	2	115	1	32	host	fucK	1.0130300361755835	0	0	0	1
gene-b3023	33	174	77	279	20	118	7	100	5	78	8	22	host	ygiV	1.0333368187185328	0	0	0	1
gene-b3723	4	45	29	318	4	211	10	138	4	91	5	38	host	bglG	1.28317870063666	0	0	0	1
gene-T4p167	11	5	37	46046	159	78348	177	67758	44351	511695	31554	700979	phage	18	1.7907112353431085	0	0	0	0
gene-b0112	371	1283	472	2079	188	464	62	285	41	234	34	98	host	aroP	1.251319646175396	0	0	0	1
gene-b0281	78	432	72	507	42	326	14	187	16	137	8	104	host	intF	1.0188537316873434	0	0	0	1
gene-b4114	36	187	29	404	12	444	620	334	3	241	5	127	host	eptA	0.973393757404919	0	0	0	1
gene-b2018	249	643	142	300	74	441	11	138	17	56	0	62	host	hisL	1.068502707971648	0	1	0	1
gene-b2543	29	190	36	366	24	182	12	117	6	64	1	30	host	yphA	1.1891432553999621	0	0	0	1
gene-b3834	396	3440	747	4129	279	933	126	450	91	296	57	160	host	ubiJ	1.4164076630373887	0	0	0	1
gene-b4067	51	242	136	648	52	603	25	431	12	294	4	118	host	actP	1.010646687932408	0	0	0	1
gene-b3557	19	86	40	260	41	172	20	89	13	60	2	29	host	insJ	1.0513641169272512	0	0	0	1
gene-b1894	2	36	17	83	9	50	7	22	1	17	2	7	host	insA5	1.1124288075488615	0	0	0	1
gene-b3847	1696	4970	2116	5352	1081	1391	493	597	275	452	210	207	host	pepQ	1.0907299109668267	0	0	0	1
gene-b0572	13	76	21	203	5	236	5	141	4	698	2	31	host	cusC	1.6009167995813307	0	0	0	1
gene-b1447	88	490	119	535	53	123	13	60	5	49	7	23	host	ydcZ	1.3442952065008307	0	0	0	1
gene-b2715	20	192	41	401	12	298	11	205	5	145	1	36	host	ascF	1.1260686874674775	0	0	0	1
gene-b1730	87	1027	91	633	19	86	6	53	8	37	7	18	host	ydjO	1.7739968271179598	0	0	0	1
gene-b3226	103	1169	123	624	47	21154	25	15918	20	125	14	51	host	nanR	2.106957017018033	0	0	0	1
gene-T4p010	1	0	2246	93228	7091	131902	516	41980	2570	20867	156	9512	phage	cef	1.596786337938234	0	1	0	1
gene-b4027	2	43	7	143	6	177	5	6567	7	4867	4	43	host	yjbF	2.1666031844264806	0	0	0	1
gene-b2734	4	53	10	133	5	108	1	80	0	45	2	27	host	pphB	1.1276708136460551	0	1	0	1
gene-b0515	57	202	95	352	28	232	18	145	13	99	6	56	host	allE	0.9384256177312496	0	0	0	1
gene-b4457	4910	32177	5461	41865	5366	96847	6382	48301	2867	19914	2029	13751	host	csrC	1.1541379668101337	0	0	0	1
gene-b2107	116	647	85	585	45	204	19	68	10	66	10	27	host	rcnB	1.35292801148374	0	0	0	1
gene-b4841	862	3710	655	2312	184	295	86	97	57	112	32	38	host	ascrp	1.5629750462693457	0	0	0	1
gene-b4764	370	913	472	1589	373	661	61	87	58	70	24	42	host	sdhX	1.1510111026659182	0	0	0	1
gene-T4p088	1	1	2831	162703	7310	170642	1014	50673	838	13891	39	15157	phage	nrdC.4	1.7012578434333498	0	0	0	0
gene-b2335	5	57	2	103	3	96	2	93	2	52	0	37	host	yfcR	1.0512924221696216	0	1	0	1
gene-b3290	339	2025	678	2707	284	493	84	263	55	202	42	62	host	trkA	1.362159522257974	0	0	0	1
gene-b4347	10	54	20	131	5	85	5	74	3	66	2	21	host	symE	1.0098903602130058	0	0	0	1
gene-b1307	21	41	27	103	7	46	7	30	3	16	1	10	host	pspD	1.0431990700737617	0	0	0	1
gene-b0632	895	8221	1039	7539	295	621	101	379	124	245	83	96	host	dacA	1.7182488000046614	0	0	0	1
gene-b0774	491	2813	568	3141	236	520	80	232	47	196	52	67	host	bioA	1.4699901387846481	0	0	0	1
gene-b3619	1176	8088	1357	9144	480	1282	209	453	167	417	104	207	host	rfaD	1.5755060864160115	0	0	0	1
gene-b4159	332	1877	520	2925	225	954	133	827	59	401	44	129	host	mscM	1.1906990161228295	0	0	0	1
gene-b3566	4	107	13	310	5	355	4	254	4	181	0	77	host	xylF	1.1585912573846642	0	1	0	1
gene-b1657	125	777	223	830	88	275	34	148	23	126	13	52	host	ydhP	1.1904437290541963	0	0	0	1
gene-b0608	35	223	48	327	23	316	13	253	4	144	2	79	host	ybdR	0.980476100431383	0	0	0	1
gene-b0623	9204	50261	17818	47353	10325	12296	1239	2431	1392	1625	493	783	host	cspE	1.3077244187104515	0	0	0	1
gene-b4537	124	2454	103	793	56	219	12	74	8	75	3	33	host	yecJ	2.042951355339185	0	0	0	1
gene-b3139	4	39	15	675	7	3122	1	127	1	111	4	465	host	agaC	2.236323846274077	0	0	0	1
gene-b3761	1707	4432	2399	8798	1010	2081	3626	567	238	425	204	303	host	trpT	1.1196177591547025	0	0	0	1
gene-b0065	54	177	107	264	48	214	16	150	11	105	7	54	host	yabI	0.8064314232532285	0	0	0	1
gene-b2727	55	443	54	584	26	195	7	125	0	105	4	39	host	hypB	1.3162059880502885	0	1	0	1
gene-b2264	190	1007	501	1531	229	394	86	266	49	184	33	81	host	menD	1.1414764416328247	0	0	0	1
gene-b0059	966	4549	1832	7767	1109	1230	529	450	342	361	267	173	host	rapA	1.335486305101866	0	0	0	1
gene-T4p048	0	0	4	454	34	12581	447	82989	3340	62327	135	14309	phage	regA	1.8132376291325472	0	1	0	1
gene-b0788	13	125	61	345	18	247	5	183	4	109	0	46	host	ybhN	1.1052587767748725	0	1	0	1
gene-b3149	255	1497	329	1682	107	362	41	176	26	124	17	50	host	diaA	1.4131415615069083	0	0	0	1
gene-b1070	10	197	31	191	11	63	5	51	1	30	4	11	host	flgN	1.3256517792569078	0	0	0	1
gene-b0530	0	16	7	62	2	82	0	39	0	54	0	29	host	sfmA	1.1354723603571701	0	1	0	1
gene-b2011	210	1151	255	1050	90	275	35	160	25	117	14	66	host	sbcB	1.3003069856383898	0	0	0	1
gene-b4460	18	118	22	237	13	221	7	144	4	129	1	48	host	araH	1.0345265589738777	0	0	0	1
gene-b3669	160	940	256	1019	150	433	64	208	30	170	28	94	host	uhpA	1.0940565981280288	0	0	0	1
gene-b2751	4725	10236	5500	14035	2588	2775	651	638	309	513	369	248	host	cysN	1.2036941752066987	0	0	0	1
gene-b2331	155	1031	181	1128	104	448	53	150	24	74	25	46	host	smrB	1.3068296196911096	0	0	0	1
gene-b2058	2	27	3	56	2	81	2	61	1	36	1	21	host	wcaB	1.1061127528775265	0	0	0	1
gene-b2483	3	51	2	160	3	182	2	157	1	102	0	29	host	hyfC	1.1987148831609755	0	1	0	1
gene-b4744	2	69	4	125	1	55	0	21	1	8	0	9	host	ynaM	1.5205307590249701	0	1	0	1
gene-b1484	141	589	273	1707	101	273	37	124	12	84	4	36	host	ddpD	1.6240693073441606	0	0	0	1
gene-b0742	1878	12277	3099	17137	1977	2254	578	396	383	356	174	119	host	cpoB	1.5483724764139581	0	0	0	1
gene-b4100	6	56	514	124	5	149	4	90	0	89	0	29	host	phnH	1.548785885627021	0	1	0	1
gene-b1471	1	17	1	26	0	38	0	29	0	23	0	12	host	yddK	1.086115725487732	0	1	0	1
gene-b1760	24	117	33	141	16	66	4	36	2	29	0	23	host	ynjH	1.0569362161212523	0	1	0	1
gene-b4049	324	2031	497	2223	250	548	129	259	69	168	47	67	host	dusA	1.3110007357387758	0	0	0	1
gene-b2516	1032	6936	1527	6026	505	1017	258	398	162	267	128	126	host	rodZ	1.4755036315786945	0	0	0	1
gene-b4353	194	429	238	615	72	111	19	52	8	39	6	16	host	yjiX	1.2319031735488315	0	0	0	1
gene-b0428	4258	16699	6201	17511	4945	7720	1531	2227	893	1667	835	1056	host	cyoE	1.0314036985396042	0	0	0	1
gene-b0536	45	486	46	404	33	369	10	90	9	60	5	37	host	argU	1.2715463228728596	0	0	0	1
gene-b1040	37	161	51	298	9	75	1	51	4	38	0	23	host	csgD	1.3291217670199538	0	1	0	1
gene-b2702	1	29	0	77	0	122	0	90	1	57	0	13	host	srlA	1.271722495872773	0	1	0	1
gene-b0194	2329	23560	2836	29835	1717	3539	642	848	352	653	333	283	host	proS	1.7188054378088735	0	0	0	1
gene-b0461	150	1025	375	1744	131	437	6	131	37	99	4	55	host	tomB	1.4375181575020908	0	0	0	1
