Geneid	0_R1	0_R2	0_R3	1_R1	1_R2	1_R3	4_R2	4_R3	7_R1	7_R2	7_R3	20_R1	20_R2	20_R3	Entity	Symbol
gene-b1542	825	1097	331	1037	704	338	133	176	63	109	86	28	33	11	host	ydfI
gene-b3566	45	74	25	87	79	55	37	23	12	22	22	3	11	3	host	xylF
gene-b2873	180	186	74	219	160	92	29	31	7	33	23	9	11	2	host	hyuA
gene-b3386	6912	8480	3554	8713	5963	4060	1062	1068	327	851	479	301	457	140	host	rpe
gene-b3622	0	0	0	0	1	0	1	0	0	2	0	0	0	0	host	waaL
gene-b0178	39109	41951	18973	49522	34383	23344	10115	12473	3248	7811	5499	1819	2476	867	host	skp
gene-b0219	2377	2456	987	3120	2047	1297	272	326	119	285	196	110	142	37	host	yafV
gene-b4394	1882	2012	891	2561	1774	1365	372	372	79	276	178	86	131	42	host	yjjX
gene-b4028	49	34	16	58	47	28	17	11	2	12	5	2	6	1	host	yjbG
gene-b1359	0	0	0	0	1	0	0	0	0	0	1	0	0	0	host	ydaU
gene-b4809	492	578	222	617	366	371	132	171	37	103	59	22	41	10	host	ispZ
gene-b2476	14641	10214	7036	10651	6590	7754	3916	4892	901	2647	1862	535	970	399	host	purC
gene-b2914	11446	14448	5393	14693	10421	6578	2388	2064	589	1727	1054	490	806	205	host	rpiA
gene-T4p224	0	1	30	1582	934	908	56201	51979	44285	112898	63610	35176	39519	19211	phage	pseT.1
gene-b2739	362	492	189	571	397	285	127	116	39	82	45	21	34	13	host	ygbM
gene-b3343	1544	1702	855	2335	1672	1432	532	606	151	389	198	102	180	38	host	tusB
gene-b3942	57186	96165	34144	105614	78469	45423	23656	21093	6129	14859	10540	4389	7598	2193	host	katG
gene-b1822	2085	2638	1270	4182	3836	2691	978	1066	279	750	387	167	282	75	host	rlmA
gene-b2713	111	150	57	238	164	129	22	25	6	19	9	5	9	1	host	hydN
gene-b0026	52623	55218	24728	49789	45344	33401	25453	29096	6141	14569	9848	3479	5082	1770	host	ileS
gene-b1749	2014	2414	965	2282	1789	1328	687	661	178	414	259	100	173	69	host	xthA
gene-b0379	124	113	71	253	144	142	39	43	5	20	22	8	4	2	host	yaiY
gene-b0847	2723	3677	1490	4638	3936	2755	1149	1024	234	686	341	204	312	70	host	ybjL
gene-b4125	2767	3054	1274	4356	2953	2112	526	458	149	439	206	143	223	48	host	dcuS
gene-b1478	340	392	185	557	392	277	210	256	82	175	106	38	42	13	host	adhP
gene-b0768	317	367	189	697	497	306	114	102	37	83	35	24	24	4	host	ybhD
gene-b0268	0	1	0	1	1	0	0	0	0	0	0	0	0	0	host	yagE
gene-b4321	257	223	105	356	240	158	64	59	15	41	19	11	16	3	host	gntP
gene-T4p270	1	3	28	3812	4227	4354	114984	113886	42834	104149	83902	3907	5920	2201	phage	ndd.2
gene-b1885	197	237	106	253	157	114	46	35	17	34	26	14	9	4	host	tap
gene-b0805	640	594	225	872	678	433	110	96	24	84	53	31	29	9	host	fiu
gene-b0439	1057	1218	489	1494	1022	783	241	246	74	184	106	45	81	28	host	lon
gene-b4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	yjhI
gene-b1609	545	578	282	991	746	517	126	102	44	80	61	19	47	10	host	rstB
gene-b1349	110	122	51	166	108	83	29	26	9	21	6	8	5	0	host	recT
gene-T4p082	0	0	49	122	74	56	48445	28626	67217	141461	79660	76602	97158	36041	phage	49.2
gene-T4p267	0	1	22	29	17	64	91535	75752	61695	143494	98131	4126	5806	1887	phage	stp
gene-b3056	5388	5957	2468	8756	6247	4039	1786	1491	465	1233	615	327	445	120	host	cca
gene-b3064	2725	3844	1621	3548	2876	2619	1247	1262	271	645	385	205	310	111	host	tsaD
gene-b0495	615	602	202	729	448	405	90	93	31	101	40	40	42	13	host	ybbA
gene-b1045	674	662	354	995	566	464	140	172	60	121	82	48	38	25	host	ymdB
gene-b2254	23794	20047	13138	25719	16301	18567	3453	4929	1015	2764	1853	1033	1446	521	host	arnC
gene-b1321	1523	1376	821	1580	1238	1019	304	374	85	229	155	66	95	36	host	ycjX
gene-b3782	18195	18429	9155	34988	22583	17542	6206	6813	1441	3692	1712	809	1289	310	host	rhoL
gene-b1589	306	1091	250	1355	2401	709	1568	625	132	682	179	75	254	34	host	ynfG
gene-b3521	800	633	306	881	560	434	84	88	22	59	43	25	22	14	host	rcdB
gene-b0642	29093	32815	13209	32435	25224	23114	12429	13789	3066	6901	4005	1889	2449	987	host	leuS
gene-T4p177	0	4	469	26979	12519	5274	16428	8532	47338	99961	38594	652229	605906	315663	phage	24
gene-b2720	108	104	43	131	121	64	29	33	7	37	11	9	4	1	host	hycF
gene-b0682	173	155	86	459	322	203	119	97	33	88	28	10	23	4	host	chiQ
gene-b3665	751	708	360	929	671	468	504	608	130	264	229	54	68	17	host	adeD
gene-b4048	7	7	5	22	7	8	7	3	0	5	1	1	0	0	host	yjbM
gene-b3564	235	261	87	289	208	120	58	36	16	49	25	17	16	7	host	xylB
gene-b3673	539	624	184	1447	1125	638	432	402	89	288	120	76	141	34	host	emrD
gene-b2840	453	575	172	611	447	292	60	51	26	54	24	12	23	9	host	ygeA
gene-b4815	180	354	126	371	326	205	88	69	17	60	20	17	18	8	host	ykfO
gene-b3402	1279	1270	527	2020	1465	931	255	207	67	197	93	51	71	27	host	yhgE
gene-b1620	357	367	159	462	334	241	66	60	23	61	37	24	31	10	host	malI
gene-b1113	143	204	64	270	203	133	110	77	27	56	42	11	13	7	host	ldtC
gene-b1413	7446	8992	3475	9701	7412	4816	2694	2812	683	1537	901	493	618	237	host	hrpA
gene-b4450	533	751	345	982	628	393	95	75	29	68	45	27	39	13	host	arcZ
gene-b1165	9	7	2	14	16	14	3	3	2	7	2	1	3	0	host	ymgA
gene-b0560	85	73	26	124	69	43	8	5	4	4	6	12	5	1	host	nohD
gene-b2584	4013	4013	1811	5952	4138	2430	697	685	192	559	260	164	265	68	host	patZ
gene-b4744	75	77	47	524	401	266	57	87	16	48	29	15	33	5	host	ynaM
gene-b3393	58	45	28	99	71	40	11	15	4	13	3	2	10	0	host	hofO
gene-b2630	0	1	0	0	0	0	0	0	0	0	1	0	0	0	host	rnlA
gene-b4195	41	62	18	54	38	24	13	11	3	8	7	1	4	0	host	ulaC
gene-b4209	697	631	312	1042	725	451	157	172	39	103	66	46	40	9	host	ytfE
gene-b0020	681	796	333	1381	989	702	455	475	128	313	171	82	105	38	host	nhaR
gene-b4606	1698	2658	862	3959	2387	1500	1109	700	286	861	318	109	200	44	host	ypfM
gene-T4p022	0	0	7	33	22	6	14782	9491	17219	42403	21641	6700	7187	3923	phage	modA.2
gene-b2532	7838	9819	3342	10640	8419	5146	2340	2041	492	1363	693	463	650	233	host	trmJ
gene-b0128	4595	6343	2251	6743	4284	3201	1298	1391	381	914	530	284	436	154	host	yadH
gene-b0662	4798	5830	2407	6344	4305	2789	994	946	255	663	400	247	389	105	host	ubiF
gene-b4173	19956	21371	9717	28448	20646	14925	4991	5012	1283	3351	1855	1067	1576	430	host	hflX
gene-b4219	6555	7296	2865	8598	5824	3770	894	903	263	840	448	292	410	129	host	msrA
gene-b1447	1449	1575	690	2341	1581	1067	226	217	82	209	115	56	83	31	host	ydcZ
gene-b4333	424	572	236	1094	915	555	110	92	26	88	39	30	44	12	host	yjiK
gene-b2879	122	127	54	200	196	112	53	31	10	30	8	11	10	1	host	ssnA
gene-b1926	0	1	0	0	0	0	0	0	0	0	0	0	0	0	host	fliT
gene-b1049	16249	18403	9177	18988	17384	12968	6105	6893	1496	3502	2184	1033	1467	497	host	opgH
gene-b0291	683	554	287	1087	663	453	134	159	59	142	67	17	44	15	host	ecpC
gene-b1709	1847	2120	949	2707	2133	1452	405	387	110	309	156	86	129	39	host	btuD
gene-b0413	4043	4376	1815	4984	3059	2227	663	576	199	524	256	161	240	73	host	nrdR
gene-b3019	7680	8511	3765	8280	6739	5878	3037	3345	625	1591	969	536	750	244	host	parC
gene-b0886	7275	6715	3712	9351	7209	5175	1405	1610	391	1032	659	322	473	154	host	cydC
gene-b4246	88	73	41	101	59	58	99	74	16	64	10	17	14	2	host	pyrL
gene-b0185	18657	21408	8849	22183	18418	13079	5683	6547	1472	3681	2180	1087	1470	535	host	accA
gene-b1771	93	79	38	141	97	82	30	37	10	26	9	3	6	1	host	ydjG
gene-b0868	2992	3573	1441	4746	3586	2301	1011	884	244	601	308	230	295	97	host	ybjS
gene-b4314	52	65	21	107	80	58	28	18	9	13	15	7	9	3	host	fimA
gene-b3047	64	109	20	157	124	86	33	29	2	19	7	1	6	0	host	yqiH
gene-b3548	525	749	229	834	540	369	87	56	20	75	29	17	25	10	host	yhjY
gene-b4777	114	110	57	311	206	211	65	75	22	59	30	13	17	7	host	mdtU
gene-b2289	4898	6461	2755	8204	6366	4586	1684	1653	355	1148	610	319	576	147	host	lrhA
gene-b2546	105	114	39	134	84	56	28	8	8	17	13	2	12	1	host	yphD
gene-b3476	17682	29986	9394	21616	17555	12011	1598	1676	668	1816	1101	737	1283	305	host	nikA
gene-b4624	144	154	79	192	111	82	38	35	5	25	8	9	11	1	host	ryjB
gene-b1481	12	12	1	22	9	7	3	1	0	4	1	0	0	0	host	bdm
gene-T4p027	0	1	23	1488	1649	1524	52841	48768	37695	88362	54867	11807	13306	5350	phage	mrh.1
gene-b4533	7	9	2	11	1	4	1	1	0	1	0	1	0	0	host	ynfO
gene-b1366	0	0	0	1	0	0	0	1	1	0	0	0	0	0	host	ydaY
gene-b0522	4509	3946	2212	2642	2827	3548	3582	3335	452	1522	774	313	555	207	host	purK
gene-b1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	yedJ
gene-b3807	810	862	449	1257	1013	733	221	254	67	190	118	49	63	21	host	cyaY
gene-b1651	4340	5736	2235	6864	5197	3469	1949	1664	653	1460	862	249	403	144	host	gloA
gene-b0709	566	623	309	907	537	472	140	129	37	91	50	20	57	19	host	dtpD
gene-b3195	5217	5902	2536	7669	5582	4194	981	988	294	771	495	267	464	157	host	mlaF
gene-T4p002	0	1	19	44	36	48	39253	26998	56364	131256	66996	23222	30014	8955	phage	rIIA.1
gene-b2806	2360	2950	1298	2829	2127	1941	1018	939	203	519	253	159	213	66	host	rlmM
gene-b1642	2597	3362	1386	5297	3736	2288	813	799	274	745	362	157	217	57	host	slyA
gene-b1065	919	980	403	1619	1007	604	149	131	60	156	79	61	85	19	host	mdtH
gene-b1263	745	636	314	762	497	396	240	212	59	151	89	61	74	23	host	trpD
gene-b0660	11583	10327	5179	12841	8544	6928	2974	3573	885	1920	1178	550	779	256	host	ybeZ
gene-b1582	170	234	83	362	198	135	96	84	28	62	36	12	20	7	host	ynfA
gene-b3390	8536	10927	3768	12445	10028	7343	3438	3032	693	1905	837	574	865	303	host	aroK
gene-b1881	207	283	88	336	213	154	51	50	23	46	24	12	10	9	host	cheZ
gene-b3498	8523	8384	4034	8470	5872	4550	1993	2570	643	1365	1019	439	549	217	host	prlC
gene-b3959	12399	14893	8102	17150	11730	10261	2211	2712	631	1596	1247	662	887	381	host	argB
gene-T4p228	0	4	219	13198	6228	2619	48601	28219	121690	263106	114560	266878	280952	150728	phage	gene-T4p228_gene_rnlA
gene-b4398	1396	1466	697	1740	1223	1016	347	370	100	252	156	84	82	32	host	creB
gene-b0854	216	266	113	484	369	211	99	95	32	58	24	11	39	5	host	potF
gene-b1872	426	509	165	659	434	297	67	93	26	70	30	20	30	7	host	torZ
gene-b3543	973	874	418	936	469	382	150	156	40	96	58	39	52	18	host	dppB
gene-b4835	3	2	0	1	3	0	2	2	0	1	0	1	0	0	host	sokE
gene-b4470	697	902	278	1032	692	453	223	205	57	155	102	37	50	19	host	cyuA
gene-b0391	6682	9509	3543	10225	7768	4682	1709	1493	392	1200	803	354	573	143	host	ppnP
gene-b0901	55	72	41	237	195	110	38	35	14	32	11	9	12	1	host	ycaK
gene-b1560	10	18	7	48	49	21	13	22	6	15	11	3	5	1	host	ydfU
gene-b2726	2638	3085	1353	4049	1978	1451	693	628	146	506	235	126	276	31	host	hypA
gene-b2907	11002	10637	5334	15586	10642	6144	2027	2249	602	1522	998	588	915	252	host	ubiH
gene-b3609	14269	20585	7782	20625	16806	10702	5355	5646	1676	4312	2674	899	1380	478	host	secB
gene-b4792	9	19	11	38	22	22	3	3	3	2	0	1	0	0	host	yriB
gene-b1639	232	369	147	372	322	167	36	35	13	38	23	15	17	2	host	mliC
gene-b3222	283	285	117	410	306	200	80	56	22	59	33	9	23	4	host	nanK
gene-T4p081	0	0	29	115	60	92	32495	17640	46945	105693	54844	57568	74413	26189	phage	49.1
gene-b2046	45	43	20	59	51	31	5	3	7	11	2	2	4	2	host	wzxC
gene-b4703	1940	2303	1132	2535	1298	1468	559	571	115	343	191	84	125	45	host	pmrR
gene-b2869	760	724	297	1386	928	598	122	84	41	133	56	30	45	7	host	ygeV
gene-b2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	yegJ
gene-T4p037	0	1	39	7208	8153	7207	110447	110951	62518	160512	98531	33264	40104	15975	phage	61.4
gene-b1656	19169	27522	10608	31050	22839	15957	12617	11066	6551	14240	9182	4841	5649	2578	host	sodB
gene-b2565	2279	2428	1290	2371	2126	2293	1593	1757	363	845	386	190	278	87	host	recO
gene-b0453	2003	1763	867	3032	2157	1284	289	311	102	262	177	94	118	37	host	ybaY
gene-b1235	1180	1400	594	1532	1159	835	371	302	85	243	121	54	94	31	host	rssB
gene-T4p091	0	0	45	2151	3072	3334	138510	145304	54743	147259	94029	7697	8889	3125	phage	nrdC.7
gene-b0202	825	2347	883	1673	1303	1503	1202	963	357	1007	383	228	384	105	host	ileV
gene-b1679	239	278	115	463	313	193	93	75	21	46	31	12	19	6	host	sufE
gene-b1461	79	98	51	101	89	77	22	24	6	26	11	5	4	1	host	pptA
gene-b0093	8048	8124	3292	10842	7769	5723	1760	1740	383	1148	605	384	558	161	host	ftsQ
gene-b0702	11	10	2	17	11	11	5	7	1	4	1	0	1	0	host	ybfB
gene-b4788	655	977	391	1226	864	526	323	337	141	304	167	38	81	32	host	yhgO
gene-b1551	0	2	0	7	3	7	4	4	0	1	1	0	2	0	host	ynfN
gene-b2866	375	453	177	602	408	252	131	100	34	88	54	21	28	10	host	xdhA
gene-b2629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	yfjM
gene-b4014	1122	1135	538	1717	1228	698	356	388	120	302	163	57	78	21	host	aceB
gene-b4688	0	0	1	2	0	0	0	0	0	0	1	0	0	0	host	ykgS
gene-b0295	71	129	37	149	70	81	30	31	6	24	6	3	2	0	host	ykgL
gene-b3232	2783	3373	1360	4558	3097	2685	547	520	175	470	250	153	234	77	host	zapE
gene-b1676	31887	54372	19186	60688	63411	36157	25447	25862	6160	16774	10034	2992	4935	1394	host	pykF
gene-b2423	1206	2094	880	1913	4306	1485	591	244	100	471	121	95	310	46	host	cysW
gene-b3392	52	70	24	92	56	32	12	13	4	7	4	4	6	1	host	hofP
gene-b3775	3779	4654	2062	9587	6424	3858	1278	1403	500	1014	640	282	356	90	host	ppiC
gene-b0850	3660	4151	1588	4588	2995	1946	703	737	193	494	297	151	187	70	host	ybjC
gene-b0363	4	4	3	12	5	7	11	7	3	5	3	0	2	0	host	yaiP
gene-b3737	51237	52364	25293	58019	40720	36476	12790	15116	2999	8932	5507	2451	3537	1264	host	atpE
gene-b0188	1532	1788	711	2458	1759	1110	374	438	119	287	152	92	134	48	host	tilS
gene-b2660	348	384	147	449	277	181	90	94	26	54	34	16	20	5	host	lhgD
gene-b3920	2418	2034	848	3297	2321	1629	223	251	102	235	101	65	133	35	host	yiiQ
gene-b1375	134	99	87	786	560	326	63	80	31	76	35	16	21	8	host	ynaE
gene-b2576	5979	8180	3445	7201	6155	5164	5095	4489	1036	2372	1188	604	913	234	host	srmB
gene-b2895	5822	6959	2533	9457	6258	3896	1142	1086	376	786	449	264	406	107	host	fldB
gene-b1047	418	467	283	912	764	580	356	328	62	199	76	46	84	21	host	opgC
gene-T4p256	0	0	13	162	61	44	34512	26474	26120	57705	33187	10960	12112	5941	phage	asiA.1
gene-b0825	406	403	194	632	478	283	88	88	31	81	44	15	26	3	host	fsaA
gene-b2027	6794	8842	3551	10319	8091	6983	2296	2309	498	1502	725	404	538	221	host	wzzB
gene-b4730	1	3	2	9	11	2	2	1	1	3	1	0	1	0	host	yahV
gene-b3367	18720	39319	10356	55975	27424	19911	5646	7139	2371	3730	3145	2103	2169	655	host	nirC
gene-b3445	3973	3409	1674	6626	4533	2899	1260	1344	350	818	569	160	274	94	host	insB6
gene-b4791	15	36	16	46	34	27	5	4	3	8	0	1	0	2	host	yriA
gene-b4244	6111	7153	2540	5072	4122	2087	902	515	178	651	266	180	307	85	host	pyrI
gene-b3853	1085	3252	1096	2320	2407	1863	1352	1003	422	1017	463	263	329	97	host	alaT
gene-b2516	19011	16966	7937	27601	19570	14116	3725	3536	1065	2779	1427	964	1487	399	host	rodZ
gene-b4095	198	193	76	210	151	72	29	35	18	27	19	8	12	4	host	phnM
gene-b2113	7750	9924	4092	11768	8955	6073	3443	3576	1244	2935	1920	622	959	335	host	mrp
gene-b4225	0	1	0	0	1	0	0	0	0	0	0	0	0	0	host	chpB
gene-b3087	907	1170	407	1330	1025	556	184	178	54	134	72	38	67	19	host	ygjR
gene-b2994	3092	8557	2624	9627	9205	5834	2911	2866	644	1720	929	506	786	250	host	hybC
gene-T4p009	0	5	82	9715	11104	10965	268101	256202	168349	392033	257307	36013	37662	15704	phage	goF
gene-b0546	237	280	102	466	334	241	114	135	33	111	71	21	16	6	host	ybcM
gene-b0574	8955	41206	6169	43235	52281	17107	23920	12003	4958	14305	3840	2617	5087	593	host	cusB
gene-b1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	paaD
gene-b3099	2907	3949	1571	4668	3793	2450	891	972	238	678	462	171	240	88	host	yqjE
gene-b1172	33	52	21	55	54	28	29	19	5	15	6	3	9	0	host	ymgG
gene-b1181	1056	1170	484	1601	1124	908	257	225	74	143	81	58	70	19	host	ycgN
gene-b1295	466	453	171	817	558	460	84	95	26	81	38	21	36	9	host	ymjA
gene-b3893	13976	9017	4252	11881	5011	4179	1379	1799	622	1227	756	422	379	155	host	fdoH
gene-b4755	1	1	1	4	5	2	2	2	1	0	0	1	0	0	host	yqhI
gene-b3287	8302	10008	4463	13825	10445	7401	3350	3716	724	2064	968	505	693	237	host	def
gene-b2415	48413	73941	25718	89311	60776	39996	15222	14913	4833	10951	6727	2505	3828	1187	host	ptsH
gene-b4709	2991	2622	1358	5086	3265	2086	847	1003	248	589	417	119	196	68	host	insA9
gene-b2363	0	0	0	0	0	0	0	1	0	0	0	0	0	0	host	yfdT
gene-b0603	0	0	0	0	0	0	1	0	0	0	0	0	0	0	host	citR
gene-b3136	272	266	111	417	277	177	83	65	19	53	32	12	27	10	host	agaS
gene-b3518	667	1121	378	1290	979	656	218	221	74	183	134	36	74	13	host	ccp
gene-b1319	21	23	15	51	41	27	19	11	1	18	11	1	2	0	host	ompG
gene-b4832	143	214	76	203	142	106	47	60	16	32	24	7	9	5	host	bhsB
gene-b2156	2798	3004	1353	3445	2093	2106	1079	1148	245	582	362	221	259	101	host	lysP
gene-b0157	993	1252	524	1753	1484	897	345	351	102	236	120	61	114	28	host	yadS
gene-b0030	638	619	237	535	382	230	164	130	32	107	40	26	45	13	host	rihC
gene-b1448	942	928	372	1289	739	535	109	107	37	97	69	48	66	18	host	mnaT
gene-b1985	267	235	92	377	241	157	53	34	15	54	21	15	17	9	host	yeeO
gene-b4509	1	1	1	6	5	1	0	0	1	0	0	0	1	0	host	ylcG
gene-b1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	fliO
gene-b3045	25	37	12	53	49	20	7	10	1	5	6	0	1	0	host	insD5
gene-b1678	963	1429	563	1966	1431	806	396	428	152	307	161	82	83	37	host	ldtE
gene-b0694	474	342	172	511	317	220	90	109	29	58	28	20	33	8	host	kdpE
gene-b0980	546	578	238	710	471	332	87	69	24	82	43	25	54	17	host	appA
gene-b0403	2688	3873	1802	4408	3193	2627	1531	2033	486	1162	902	323	366	150	host	malZ
gene-b2550	1119	1106	531	1830	1385	872	422	356	99	277	124	61	83	22	host	yphH
gene-b1584	2217	2854	1039	3970	2783	1808	547	530	180	409	221	96	175	56	host	speG
gene-b1843	1031	1187	531	1585	1041	717	178	158	47	150	68	73	56	15	host	yobB
gene-T4p017	1	5	155	96	57	110	175997	124529	175461	401280	215220	136046	163129	67077	phage	dda
gene-b4207	6672	7001	3330	7838	5752	5019	3599	4680	1521	3073	2333	522	718	284	host	fklB
gene-b1276	8348	10381	3968	13213	9298	5877	2478	2513	774	1814	959	519	795	207	host	acnA
gene-b0928	12277	16446	6245	13960	10987	9238	8155	7242	1936	5083	3010	1090	1410	564	host	aspC
gene-b3584	36	52	16	62	53	23	31	28	8	31	6	1	9	5	host	yiaT
gene-T4p229	0	0	61	1748	699	311	8035	3686	23433	51381	20091	76367	83119	43895	phage	denA
gene-b4039	1727	1876	743	1982	1225	878	402	339	88	274	124	95	139	40	host	ubiC
gene-b2813	3324	4580	1751	4632	3366	3180	1455	1662	326	881	471	230	336	95	host	mltA
gene-b2459	60	62	26	64	54	22	6	11	4	8	5	1	5	1	host	eutT
gene-b0719	1	0	0	0	3	0	0	0	0	0	0	0	0	0	host	ybgD
gene-b0639	1450	2123	901	3127	2412	1604	611	686	160	422	198	106	171	42	host	nadD
gene-b1211	13418	18154	7324	19218	17028	12396	6032	6001	1363	3677	1728	1002	1536	435	host	prfA
gene-b1420	989	1350	444	1444	1237	736	347	366	122	285	122	75	121	33	host	mokB
gene-b0621	9023	13151	4771	17111	12373	7025	1616	1398	462	1272	871	433	767	178	host	dcuC
gene-b0417	1475	1356	624	1762	1162	1031	500	535	116	265	154	94	150	53	host	thiL
gene-b3983	92739	63001	31232	57831	42408	36534	32390	33203	7258	19366	10301	3210	4446	1779	host	rplK
gene-b3926	2023	2234	967	2652	1859	1185	662	675	200	474	287	136	181	60	host	glpK
gene-b2389	609	628	286	899	548	370	103	69	33	74	43	58	48	18	host	yfeO
gene-b0680	23118	31809	12283	31203	25209	18211	12375	13463	3848	8025	5376	1720	2556	744	host	glnS
gene-b3339	665865	652378	292128	787472	453402	371775	223305	311657	102497	204454	168415	46549	54421	18811	host	tufA
gene-T4p207	1	1	23	97	171	237	73418	75928	44261	108974	71629	8990	11383	4644	phage	30.4
gene-b0791	968	1401	443	1702	935	670	291	208	62	222	99	79	108	26	host	ybhQ
gene-b1309	28	38	9	56	38	18	23	13	4	15	13	3	6	0	host	ycjM
gene-b3239	76	88	36	154	123	72	63	57	15	50	17	13	7	4	host	yhcO
gene-b4093	379	365	134	388	294	196	92	63	13	47	30	28	25	4	host	phnO
gene-b1299	498	541	222	571	458	291	170	156	43	116	67	27	42	11	host	puuR
gene-b4100	86	107	27	100	65	36	19	17	2	14	12	4	7	1	host	phnH
gene-b0985	37	50	14	59	40	35	16	16	2	6	7	3	2	2	host	gfcC
gene-b4081	358	356	120	472	340	206	60	63	11	43	23	13	18	5	host	mdtO
gene-T4p163	0	1	106	5565	2488	922	2434	1121	4269	8409	2420	109197	102876	81307	phage	17
gene-T4p057	1	1	95	1362	1145	859	68612	45326	106549	239319	123359	112430	141349	59507	phage	47
gene-b4174	28766	34016	15828	36462	27074	22474	9566	11615	2257	5394	3389	1654	2413	844	host	hflK
gene-b3267	95	124	55	182	93	81	41	50	13	41	27	7	7	5	host	yhdV
gene-b4764	835	1135	444	923	567	459	128	181	64	93	58	33	46	20	host	sdhX
gene-b0176	9528	9982	4092	13875	9416	7566	3799	3384	921	2309	937	521	651	285	host	rseP
gene-T4p072	0	2	47	398	246	88	29772	16784	32340	69538	34059	42592	46809	21341	phage	nrdH
gene-b2435	3717	3762	1758	5145	3762	2663	836	798	220	535	287	151	258	73	host	amiA
gene-b4541	25	31	5	38	35	9	10	9	0	11	0	0	0	0	host	yehK
gene-b3728	1350	1839	639	2457	2085	1053	430	355	108	352	138	137	193	52	host	pstS
gene-b2616	2349	2229	1138	3158	2198	1535	318	343	137	353	185	152	182	44	host	recN
gene-b0175	3866	5013	1898	5349	3462	3208	1409	1275	335	849	401	272	331	125	host	cdsA
gene-b4309	162	148	47	348	235	164	67	62	14	46	21	11	14	2	host	nanS
gene-b0567	172	152	76	259	219	143	31	30	13	34	20	11	12	0	host	ybcH
gene-b1231	1854	2746	644	2922	2316	1632	962	694	124	355	123	97	159	42	host	tyrT
gene-b4238	12572	17407	7118	13611	10443	10159	1761	2476	722	1472	1219	567	792	341	host	nrdD
gene-b2409	771	667	346	1092	713	492	187	215	37	111	61	33	52	9	host	yfeR
gene-b2853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	ygeI
gene-b1001	6	12	10	13	26	17	9	3	1	6	1	0	6	1	host	yccE
gene-b2892	8024	9311	4138	10589	8523	6069	3857	4405	1003	2121	1165	582	810	230	host	recJ
gene-b3300	432057	263869	128727	325065	129166	128331	45021	71993	15559	32581	22250	9503	10239	5239	host	secY
gene-b3378	292	316	101	392	244	176	36	46	17	36	19	5	18	3	host	yhfU
gene-b1293	1575	1418	689	1384	1140	1087	326	362	104	228	153	71	104	22	host	sapB
gene-b3976	4242	5455	1790	6732	3025	3888	2766	2050	233	821	291	218	323	44	host	thrU
gene-b2702	34	49	16	63	33	27	10	6	1	4	4	1	2	1	host	srlA
gene-b0158	2552	2686	1233	3678	2869	1851	902	927	242	674	391	146	230	69	host	btuF
gene-b0594	170	135	52	182	98	61	57	45	14	44	15	12	16	4	host	entE
gene-b0132	295	306	186	676	498	277	99	82	24	86	41	16	31	7	host	rpnC
gene-b3353	2856	2300	1259	2587	2321	1894	1002	1112	235	534	318	136	219	70	host	yheT
gene-b2996	7060	12747	4406	14602	10498	8011	1217	1411	440	1122	668	487	746	207	host	hybA
gene-b4547	1219	1299	590	1820	1173	832	434	508	104	291	161	58	82	28	host	ypfN
gene-b1346	6	6	1	15	11	3	4	5	1	1	0	1	1	1	host	xisR
gene-b4369	6923	10309	2273	13471	10559	6816	3358	2262	793	1754	710	772	1007	307	host	leuP
gene-b2581	10703	15625	6094	15987	13746	9278	5339	4514	1270	3373	1989	738	1301	343	host	yfiF
gene-b3407	9457	9149	4166	8259	5813	5284	3025	3957	833	1786	1315	558	688	265	host	yhgF
gene-b2250	899	1074	518	1902	1450	1154	340	345	109	264	172	79	101	48	host	yfaZ
gene-b3701	9395	10418	4612	9644	8632	8363	4464	4210	819	2163	1106	639	965	280	host	dnaN
gene-b2282	22433	21231	10810	24420	19325	13252	7400	8098	1665	4134	2742	1395	2144	641	host	nuoH
