Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	75_R1	75_R2	75_R3	135_R1	135_R2	135_R3	Entity	Symbol
gene-FTB24_08355	40	29	192	54	32	85	39	33	59	57	67	87	81	176	207	host	gene-FTB24_08355
gene-FTB24_15680	7	13	16	11	5	10	13	8	6	12	11	7	17	16	18	host	gene-FTB24_15680
gene-FTB24_04850	3408	3944	3066	1914	2636	13292	2137	2447	1942	2014	1889	1737	2521	1881	2669	host	miaB
gene-FTB24_13365	11664	11454	13088	13438	15073	14304	9462	10555	9720	7751	6810	6407	10974	7818	10931	host	gene-FTB24_13365
gene-FTB24_16720	672	665	738	619	804	777	757	789	683	692	633	708	729	733	862	host	gene-FTB24_16720
gene-FTB24_17575	114	181	225	80	166	135	137	101	169	123	115	140	130	151	211	host	gene-FTB24_17575
gene-FTB24_15625	444	612	440	237	453	457	258	421	392	383	370	428	350	276	411	host	gene-FTB24_15625
gene-FTB24_02330	55	54	240	38	58	75	77	38	70	69	55	93	43	126	104	host	gene-FTB24_02330
gene-FTB24_15455	4459	5350	3107	3461	5948	5501	4958	5667	5807	4769	5414	6309	5376	3590	6088	host	gene-FTB24_15455
gene-FTB24_09520	223	217	277	292	302	252	262	226	224	255	205	200	296	276	303	host	gene-FTB24_09520
gene-FTB24_10230	362	275	405	448	368	437	311	294	238	238	209	207	462	371	398	host	gene-FTB24_10230
gene-FTB24_12890	213	139	356	206	224	300	233	184	173	181	179	254	274	403	521	host	gene-FTB24_12890
gene-FTB24_19265	405	316	1092	370	265	596	443	347	401	258	387	536	552	1415	1394	host	gene-FTB24_19265
gene-FTB24_16095	172	163	183	129	175	143	171	164	160	110	141	185	181	195	268	host	gene-FTB24_16095
gene-FTB24_10340	385	558	407	314	509	446	428	518	454	499	441	398	778	562	724	host	gene-FTB24_10340
gene-FTB24_00195	395	403	256	304	554	571	308	380	402	215	214	248	249	226	343	host	gene-FTB24_00195
gene-FTB24_06185	1427	1132	1878	1337	1071	1212	857	862	809	915	762	829	1422	1302	1384	host	selD
gene-FTB24_12760	1536	1263	2284	1452	1214	1353	1400	1527	1387	1969	1588	1594	4714	3868	3984	host	gene-FTB24_12760
gene-FTB24_02680	6241	7288	6496	4226	6029	6850	6079	7022	5936	6562	6665	6297	6603	4851	6457	host	gene-FTB24_02680
gene-FTB24_04995	153	178	185	135	128	159	154	154	170	189	167	162	292	285	295	host	gene-FTB24_04995
gene-FTB24_19440	17	19	115	17	13	54	18	26	39	23	43	58	71	185	187	host	gene-FTB24_19440
gene-FTB24_05800	677	700	669	458	741	829	634	808	770	629	638	719	1042	900	1247	host	gene-FTB24_05800
gene-FTB24_18905	1661	3411	3051	930	2741	2725	1585	2184	2261	1628	2123	1714	1402	807	1274	host	gene-FTB24_18905
gene-FTB24_12920	2388	2516	2254	1431	2348	2440	2160	2318	2022	1975	2040	1979	2959	2137	3151	host	mltG
gene-FTB24_06890	4189	3657	5970	3903	3315	3455	2814	3235	2836	3486	2716	2855	6113	5217	5788	host	gene-FTB24_06890
gene-FTB24_18540	54723	59479	78490	50066	48072	51786	37633	41018	39845	39207	36163	36916	53077	38380	45531	host	gene-FTB24_18540
gene-FTB24_03825	121	81	422	91	89	165	140	110	156	114	125	162	168	348	361	host	gene-FTB24_03825
gene-FTB24_18915	13797	22558	21786	6277	13691	12316	9371	12449	11474	7449	10402	8438	6205	3130	5648	host	gene-FTB24_18915
gene-FTB24_12045	527	620	439	337	641	642	672	748	747	561	585	620	709	577	748	host	gene-FTB24_12045
gene-FTB24_03645	1819	1149	1491	2402	1537	1332	1236	1030	990	1161	814	905	2265	1687	1812	host	gene-FTB24_03645
gene-FTB24_01215	82	61	272	99	106	228	97	94	124	73	137	157	131	316	321	host	gene-FTB24_01215
gene-FTB24_12495	1080	1219	659	1076	1654	1701	1345	1368	1354	1018	966	998	1098	772	1005	host	gene-FTB24_12495
gene-FTB24_15715	3438	3676	4235	3077	3455	3307	3641	3881	3509	5073	4799	5153	8572	5828	7700	host	gene-FTB24_15715
gene-FTB24_16495	308	377	374	278	361	421	347	376	358	297	326	406	280	344	457	host	gene-FTB24_16495
gene-FTB24_14285	270	305	411	166	204	201	213	191	173	195	190	213	325	309	359	host	modB
gene-FTB24_00675	205	157	410	161	154	246	150	178	173	147	174	185	240	348	405	host	gene-FTB24_00675
gene-FTB24_17450	635	523	639	533	548	580	572	513	519	456	405	450	522	489	521	host	gene-FTB24_17450
gene-FTB24_14155	191	201	215	111	159	163	95	152	125	104	86	115	120	130	137	host	gene-FTB24_14155
gene-FTB24_11775	539	710	587	339	710	671	499	637	546	561	612	594	685	574	786	host	gene-FTB24_11775
gene-FTB24_16930	298	255	448	512	449	359	893	1038	873	1462	1373	1429	451	446	462	host	gene-FTB24_16930
gene-FTB24_11240	34	36	74	36	52	54	43	26	47	42	45	57	33	98	97	host	gene-FTB24_11240
gene-FTB24_14495	817	639	1438	1146	801	946	1383	1311	1136	2719	1842	1641	10488	6910	5814	host	gene-FTB24_14495
gene-FTB24_10805	965	1258	860	1008	1388	1595	1309	1529	1629	1323	1621	1858	1286	953	1403	host	gene-FTB24_10805
gene-FTB24_04785	68	78	146	91	114	102	92	69	110	75	69	111	83	127	157	host	gene-FTB24_04785
gene-FTB24_05680	495	505	590	398	670	682	770	846	825	812	776	777	1138	1007	1296	host	abc-f
gene-FTB24_13935	150	153	107	95	136	125	158	129	133	163	180	241	114	140	164	host	gene-FTB24_13935
gene-FTB24_07980	6826	4970	9708	7645	4602	4841	4628	4397	4048	4992	4079	4214	10394	9541	9509	host	gene-FTB24_07980
gene-FTB24_07550	1600	1645	1332	1560	2598	2511	1938	2375	2102	1599	1446	1483	2175	1622	2243	host	gene-FTB24_07550
gene-JD032_6	42	20	53	47144	42928	36324	58416	71393	67275	19943	21432	27469	16344	42807	41975	phage	gene-JD032_6
gene-FTB24_05925	2564	1775	2373	1220	1203	1083	1263	1306	1132	1413	1194	1308	1581	1108	1487	host	gene-FTB24_05925
gene-FTB24_18820	8477	13480	10630	3159	9196	8297	5602	8373	7380	6134	7549	5817	5602	3254	6120	host	gene-FTB24_18820
gene-FTB24_06790	362	429	360	247	333	345	214	322	235	158	111	129	196	207	195	host	gene-FTB24_06790
gene-FTB24_03745	887	640	545	411	650	549	578	523	414	463	444	451	850	744	837	host	gene-FTB24_03745
gene-FTB24_14915	1612	1619	2095	1493	1863	1976	1932	2023	1615	1849	1637	1615	2090	1680	2026	host	gene-FTB24_14915
gene-FTB24_00215	31	21	342	47	48	188	83	51	117	35	86	141	52	300	306	host	gene-FTB24_00215
gene-FTB24_02770	130	133	193	153	165	177	163	137	134	118	117	112	143	168	170	host	gene-FTB24_02770
gene-FTB24_18920	20020	32261	30986	8791	19082	17128	13466	18126	16139	10637	14907	11781	8955	4568	8288	host	gene-FTB24_18920
gene-FTB24_08270	88	121	155	51	99	79	97	117	105	138	140	147	240	201	244	host	gene-FTB24_08270
gene-FTB24_11460	40	27	82	31	26	46	28	29	35	44	38	28	44	97	122	host	gene-FTB24_11460
gene-FTB24_00860	3337	3905	2314	1434	2633	2209	3311	3988	3492	3974	3908	3935	3892	2479	3478	host	purR
gene-FTB24_01300	1574	1131	1713	1180	972	1217	1096	1127	911	1108	855	900	1290	1204	1212	host	gene-FTB24_01300
gene-FTB24_05360	324	405	352	176	273	314	224	268	235	234	158	215	415	413	622	host	gene-FTB24_05360
gene-FTB24_08535	8310	8149	4568	6335	10257	9031	8489	11261	9922	7592	9667	10531	10086	4889	9207	host	gene-FTB24_08535
gene-FTB24_11725	5788	3864	5792	5305	4463	4261	3392	3457	2799	3709	2775	2951	5740	4585	5029	host	folP
gene-FTB24_13675	1401	1479	1925	1115	1531	2037	961	1212	1735	1381	1545	2879	2790	2254	4604	host	gene-FTB24_13675
gene-FTB24_17225	197	190	343	203	201	202	266	244	204	192	207	210	258	275	303	host	gene-FTB24_17225
gene-FTB24_02535	298	401	333	386	454	435	466	532	463	435	436	509	316	278	376	host	gene-FTB24_02535
gene-FTB24_18025	24479	22218	19725	23161	17987	15419	11323	11644	10488	8525	6979	7197	12419	9886	12061	host	gene-FTB24_18025
gene-FTB24_17440	1401	1237	876	1073	1267	1114	1040	1135	1023	830	738	872	1049	709	933	host	gene-FTB24_17440
gene-FTB24_09335	1344	1734	1262	1107	1529	1676	1172	1169	1342	1424	1442	1664	1332	848	1250	host	gene-FTB24_09335
gene-FTB24_18215	5152	8412	7867	2692	6792	5866	4621	6703	5681	4636	6682	4932	3247	1316	2552	host	gene-FTB24_18215
gene-FTB24_10400	1845	2019	1555	1416	2186	2334	1591	1843	1797	1527	1671	1569	2382	1725	2263	host	gene-FTB24_10400
gene-FTB24_13640	5	23	40	8	26	13	2	26	4	8	21	11	8	52	32	host	gene-FTB24_13640
gene-FTB24_00895	5297	3861	5122	3638	3262	3560	3625	3648	3123	3088	2723	3077	4279	3368	4271	host	gene-FTB24_00895
gene-FTB24_02875	103	62	251	139	92	139	107	74	115	80	108	114	126	323	287	host	gene-FTB24_02875
gene-FTB24_07950	56	98	128	51	66	44	50	76	42	76	68	65	277	315	239	host	ytaF
gene-FTB24_05730	4617	3497	4651	3449	3519	3440	2924	3001	2417	2630	2279	2385	4231	3312	4021	host	gene-FTB24_05730
gene-FTB24_03705	693	484	561	468	371	326	353	326	291	270	268	265	302	434	446	host	gene-FTB24_03705
gene-FTB24_06055	104	125	281	109	120	170	181	149	170	136	145	174	121	283	303	host	gene-FTB24_06055
gene-FTB24_08545	186	207	114	209	210	227	382	534	438	597	660	713	790	508	808	host	gene-FTB24_08545
gene-FTB24_08890	4415	5197	5564	4271	4422	4285	3565	3706	3797	3410	3376	3580	5008	3157	3999	host	gene-FTB24_08890
gene-FTB24_14370	437	524	338	218	371	334	271	308	291	299	326	369	391	252	357	host	gene-FTB24_14370
gene-FTB24_03995	833	838	781	892	1233	1268	1182	1305	1071	1065	1035	1077	1647	1437	2015	host	gene-FTB24_03995
gene-FTB24_02510	49192	43559	41645	29002	28321	27123	20351	21250	19899	15981	14423	16046	18355	12755	17029	host	gene-FTB24_02510
gene-FTB24_11785	2874	3296	1898	1810	3307	3332	2832	3313	3180	2874	2729	3044	4524	3354	4866	host	gene-FTB24_11785
gene-FTB24_12490	2588	1711	1868	2792	2532	2282	2830	2519	2074	2929	2283	2270	4425	2869	3723	host	gene-FTB24_12490
gene-FTB24_15645	97	286	138	74	249	121	103	220	111	91	180	110	97	248	155	host	gene-FTB24_15645
gene-FTB24_10375	1185	898	1300	948	1118	1122	1103	1263	1054	954	848	948	1118	973	1207	host	moaA
gene-FTB24_05475	33	20	156	30	27	53	60	31	49	20	27	51	26	165	145	host	gene-FTB24_05475
gene-FTB24_13500	500	669	390	570	1083	894	887	663	571	541	481	552	717	627	836	host	gene-FTB24_13500
gene-FTB24_17565	276	281	831	290	304	480	359	326	367	274	360	455	459	777	936	host	uvrA
gene-FTB24_06320	22	14	113	24	11	58	30	34	33	23	45	57	38	184	160	host	gene-FTB24_06320
gene-FTB24_11630	20937	15733	19574	29313	23005	23406	20753	20723	18457	14449	13114	13021	34635	21107	29307	host	gene-FTB24_11630
gene-FTB24_06960	180	127	472	375	164	224	236	178	186	241	210	277	359	382	458	host	gene-FTB24_06960
gene-FTB24_10950	64	54	122	63	75	76	66	70	63	51	57	81	52	140	140	host	thiD
gene-FTB24_00635	4851	5572	3154	3457	6207	5637	5068	5366	5393	3909	3838	4245	4210	3036	4288	host	gene-FTB24_00635
gene-FTB24_01520	495	655	397	351	647	659	764	899	883	775	746	1001	432	300	495	host	gene-FTB24_01520
gene-FTB24_07900	20087	19101	26553	25786	21842	22611	16402	17493	17743	15760	14541	17692	17777	14784	19242	host	hydF
gene-FTB24_05535	5608	5019	3909	6811	8495	6680	7705	8534	6966	8572	7637	6861	12588	8042	11080	host	gene-FTB24_05535
gene-FTB24_13175	37718	51113	36622	23432	41349	37993	27846	33637	30337	29365	33877	32843	32188	23422	34253	host	gene-FTB24_13175
gene-FTB24_14555	96313	77834	55677	50116	58214	48211	47587	30826	22421	24877	19749	23930	37474	28511	35467	host	gene-FTB24_14555
gene-FTB24_10675	564	721	686	656	955	971	849	974	924	919	996	1025	1259	949	1216	host	gene-FTB24_10675
gene-FTB24_04505	2843	3739	1969	1971	3314	3029	2331	2500	2324	1792	2125	2057	2349	1600	2499	host	gene-FTB24_04505
gene-FTB24_06605	19	11	131	26	27	58	44	12	33	24	29	56	39	126	134	host	gene-FTB24_06605
gene-FTB24_08010	239	366	173	159	370	352	162	278	217	162	201	230	146	161	205	host	gene-FTB24_08010
gene-FTB24_00640	5139	6065	3470	3760	6614	6159	5327	6242	5939	4447	4623	4716	4396	2971	4485	host	gene-FTB24_00640
gene-FTB24_10500	33132	33531	22705	27955	38300	33798	24437	30065	27604	20590	23346	29667	25758	16992	29155	host	trxA
gene-FTB24_17170	1215	823	509	638	711	676	448	499	531	670	706	850	767	758	1074	host	gene-FTB24_17170
gene-FTB24_13795	6621	5737	6340	5938	5611	5204	5419	5164	4348	4443	3806	4029	4928	3729	4322	host	gene-FTB24_13795
gene-FTB24_04640	68	61	146	53	55	88	79	56	66	53	69	93	81	133	161	host	gene-FTB24_04640
gene-FTB24_10505	2381	2017	3177	1845	1629	1820	1585	1687	1380	1657	1349	1344	2680	2195	2423	host	gene-FTB24_10505
gene-FTB24_15665	4213	3154	4498	4056	2677	2808	2472	2433	2228	2391	2076	2175	3688	3091	3371	host	gene-FTB24_15665
gene-FTB24_01710	85	80	253	79	133	122	184	177	199	652	571	615	509	417	575	host	gene-FTB24_01710
gene-FTB24_16825	1760	2140	1207	1197	2160	1794	1623	1848	1931	1372	1707	1968	1378	1044	1592	host	gene-FTB24_16825
gene-FTB24_03385	3649	4285	2671	3364	5186	4669	4371	4855	4466	3644	3975	4059	3335	2128	3082	host	gene-FTB24_03385
gene-FTB24_11085	257	319	351	249	416	354	404	474	386	411	324	364	328	367	461	host	gene-FTB24_11085
gene-FTB24_09165	258	346	283	224	410	414	313	329	350	366	334	365	359	380	460	host	gene-FTB24_09165
gene-FTB24_16165	127	188	223	170	256	265	212	208	272	263	282	401	431	427	718	host	gene-FTB24_16165
gene-FTB24_09770	1114	871	1593	990	719	810	695	770	635	796	681	698	1571	1319	1478	host	gene-FTB24_09770
gene-FTB24_01180	3690	3399	2271	3043	4873	4223	4338	4288	3839	3239	3091	3233	3228	2261	3010	host	gene-FTB24_01180
gene-FTB24_05570	3214	2564	2917	3419	3055	2990	3061	3499	2724	2760	2375	2629	3405	2187	3060	host	gene-FTB24_05570
gene-FTB24_13980	822	932	547	1139	1671	1437	1545	1689	1546	1165	1148	1005	1336	788	1187	host	gene-FTB24_13980
gene-FTB24_11530	16	28	52	21	25	37	35	37	36	34	43	71	42	88	68	host	gene-FTB24_11530
gene-FTB24_02940	139	159	350	47	71	111	112	101	133	91	88	135	103	284	233	host	gene-FTB24_02940
gene-FTB24_10035	267	276	187	197	266	296	137	174	175	122	152	175	240	189	268	host	gene-FTB24_10035
gene-FTB24_18475	18680	12627	30843	12974	7865	9120	6743	7229	6115	7504	5769	5814	13548	13925	12533	host	gene-FTB24_18475
gene-FTB24_17755	28240	16506	29910	31300	17409	16259	13764	13907	13845	12102	9564	12458	19013	12754	15429	host	gene-FTB24_17755
gene-FTB24_08340	90	73	284	59	65	126	92	70	105	72	81	115	129	272	339	host	hydA
gene-FTB24_02325	42	42	154	46	52	51	47	38	53	43	59	71	39	85	96	host	gene-FTB24_02325
gene-FTB24_13000	918	862	1021	1008	1314	1228	1306	1424	1273	1113	1066	1162	1202	938	1328	host	gene-FTB24_13000
gene-FTB24_00010	7110	8775	6321	3750	5351	5209	4560	4889	4377	4330	3959	4135	5412	3761	5000	host	rnpA
gene-FTB24_00410	338	311	471	218	304	398	402	409	379	270	276	363	330	397	475	host	gene-FTB24_00410
gene-FTB24_01850	55	59	147	35	32	68	50	44	61	42	42	46	97	135	146	host	gene-FTB24_01850
gene-FTB24_13025	1332	1002	1691	1143	1092	1152	959	965	828	828	776	822	1674	1413	1513	host	gene-FTB24_13025
gene-FTB24_14995	889	570	1161	1124	503	556	556	466	410	505	385	445	1323	1202	1204	host	gene-FTB24_14995
gene-FTB24_05035	18229	22516	15302	9884	18333	17137	9720	11841	10209	8438	9592	8814	6724	4198	6142	host	gene-FTB24_05035
gene-FTB24_07105	970	897	2727	9087	4101	4123	3211	2551	1560	1442	754	566	1150	1099	1029	host	gene-FTB24_07105
gene-FTB24_18605	6974	6827	5986	5763	7140	6713	6066	6313	5144	4575	4099	4190	5326	3980	5305	host	gene-FTB24_18605
gene-FTB24_17900	109	78	301	85	74	178	117	106	114	104	81	133	124	290	271	host	gene-FTB24_17900
gene-FTB24_11325	30205	34880	18679	26059	29575	23065	22584	23964	23131	12899	14409	17486	18246	12407	20365	host	gene-FTB24_11325
gene-FTB24_12245	1854	2545	1808	1266	2364	2095	1910	2255	2041	1881	2029	2035	1547	1126	1709	host	gene-FTB24_12245
gene-FTB24_14935	21	31	31	30	38	37	38	42	40	62	33	39	73	48	74	host	gene-FTB24_14935
gene-FTB24_03815	30	20	156	29	31	50	56	30	43	36	46	73	36	127	126	host	gene-FTB24_03815
gene-FTB24_08430	1686	2149	1417	1702	2799	2470	2345	2675	2610	2094	2195	2570	2163	1441	2438	host	gene-FTB24_08430
gene-FTB24_17595	3858	4062	3907	3121	3863	3891	2969	2950	2992	2484	2560	2912	2080	1641	2209	host	gene-FTB24_17595
gene-FTB24_02605	71	83	80	76	108	80	160	134	154	167	126	135	139	165	174	host	gene-FTB24_02605
gene-FTB24_00045	1991	1798	2441	2068	2054	2034	1813	2039	1825	1640	1418	1604	2047	1876	2091	host	noc
gene-FTB24_16145	861	1163	929	790	966	989	998	1092	1091	995	969	1140	1179	987	1374	host	gene-FTB24_16145
gene-FTB24_01730	733	966	755	535	905	872	830	1043	967	888	1161	1102	932	681	1104	host	gene-FTB24_01730
gene-FTB24_02745	380	411	283	340	447	440	360	379	426	292	294	339	337	306	393	host	gene-FTB24_02745
gene-FTB24_06090	14448	13278	16817	19668	19533	21935	17018	16126	15617	12098	10825	10818	15593	9243	10187	host	aspD
gene-FTB24_01785	57140	40215	55119	49325	32115	32175	28939	26728	23504	26024	20097	21881	45657	34109	35190	host	gene-FTB24_01785
gene-FTB24_01040	3120	2696	3918	2198	1972	2082	1886	2022	1717	1991	1690	1822	2838	2590	3068	host	gene-FTB24_01040
gene-FTB24_02150	905	1251	687	1157	2022	1720	2634	2858	2125	1883	1646	1369	2167	1105	1487	host	gene-FTB24_02150
gene-FTB24_09120	873	1259	1030	1865	2923	2471	1655	2026	2052	1023	1113	1340	1237	1057	1543	host	gene-FTB24_09120
gene-FTB24_09620	17	40	124	32	41	54	48	50	55	40	36	66	26	193	168	host	gene-FTB24_09620
gene-FTB24_02235	1517	1448	1524	822	939	976	1014	1076	856	876	812	838	1329	1168	1289	host	gene-FTB24_02235
gene-FTB24_13960	838	736	928	754	753	774	717	660	668	625	639	637	850	862	956	host	gene-FTB24_13960
gene-FTB24_16965	9363	9861	4973	6330	12806	10159	7972	10153	9003	6311	6758	7867	6389	4574	6981	host	gene-FTB24_16965
gene-FTB24_18575	5977	3283	6501	5288	2622	2876	2296	2286	1874	1849	1516	1769	2851	2989	3019	host	gene-FTB24_18575
gene-FTB24_00170	3049	3254	2216	2231	3149	2999	2324	2336	2152	1294	1348	1533	1760	1176	1694	host	gene-FTB24_00170
gene-FTB24_10165	186	252	207	131	215	196	173	193	230	207	197	201	524	383	688	host	gene-FTB24_10165
gene-FTB24_04265	2327	2014	3799	1899	1655	1501	1379	1383	1202	1352	1027	1054	2630	2149	2299	host	gene-FTB24_04265
gene-FTB24_10730	312	178	129	210	285	240	284	145	72	149	114	83	274	288	251	host	gene-FTB24_10730
gene-FTB24_06210	484	402	457	503	398	275	373	274	220	234	198	233	336	424	441	host	gene-FTB24_06210
gene-FTB24_02085	5592	4603	3441	4093	4460	3989	3609	3356	2505	3341	2794	1902	1927	1517	1444	host	prdC
gene-FTB24_00135	761	485	751	494	319	310	369	365	327	315	277	306	561	611	590	host	gene-FTB24_00135
gene-FTB24_09145	4501	6334	5166	7818	11967	10849	7438	7779	7902	5675	6333	6747	8298	5668	8123	host	gene-FTB24_09145
gene-FTB24_09345	1393	1804	1601	1232	1983	2045	1620	1784	1843	1907	2226	2500	1684	1236	1907	host	gene-FTB24_09345
gene-FTB24_08940	33	36	104	51	26	82	49	51	55	44	43	71	68	154	154	host	gene-FTB24_08940
gene-FTB24_14880	4098	3332	3570	3045	3385	3210	2481	2623	2097	2061	1669	1779	2934	2475	2901	host	thiI
gene-FTB24_17685	622	719	589	243	463	484	448	637	499	598	542	611	1569	1249	1672	host	gene-FTB24_17685
gene-FTB24_10440	858	744	1101	846	994	1163	910	1053	1000	1116	945	1080	1095	1072	1404	host	recQ
gene-FTB24_08775	6542	9436	9114	3536	5685	5856	4284	5025	5048	5436	5831	5888	5990	4853	6482	host	gene-FTB24_08775_gene_tet(M)
gene-FTB24_13030	316	249	416	262	248	273	252	233	175	217	206	206	459	422	449	host	xseB
gene-FTB24_04980	781	1062	809	580	851	927	677	814	828	898	953	1141	905	625	1018	host	gene-FTB24_04980
gene-FTB24_09315	3916	5083	3026	3347	5498	5105	3689	4096	4643	4663	4952	5922	4100	2615	4119	host	gene-FTB24_09315
gene-FTB24_03505	101	61	195	50	53	87	70	34	64	24	60	72	42	181	150	host	gene-FTB24_03505
gene-FTB24_02035	6169	3802	6128	5981	3688	4389	2863	2621	2455	2221	1969	1854	4476	3972	3904	host	gene-FTB24_02035
gene-FTB24_03435	18075	10640	11375	14434	14527	12781	12892	14922	12078	13337	12197	12710	19175	13892	17272	host	nrdE
gene-FTB24_03605	31158	33979	23141	24909	34609	28114	22338	23847	20147	15810	16453	17925	20340	13015	20061	host	gene-FTB24_03605
gene-FTB24_04550	3998	5008	4526	3711	4261	3603	3856	4142	3501	3701	3701	3636	5849	4425	5300	host	gene-FTB24_04550
gene-FTB24_05455	316	495	424	308	341	367	297	320	279	222	205	236	343	332	380	host	nrdR
gene-FTB24_10535	14777	18459	14976	11545	15400	13192	8515	9150	7846	6134	6491	6003	9244	6092	8300	host	gene-FTB24_10535
gene-FTB24_12420	20090	13273	26883	20232	12125	14369	10453	9875	8636	8682	7152	7500	19833	16301	15884	host	pnp
gene-FTB24_17100	619	1189	1154	167	338	378	377	561	470	401	525	495	585	587	696	host	gene-FTB24_17100
gene-FTB24_18195	1278	2506	2897	859	1543	1312	1157	1488	1566	1126	1681	1046	1094	648	951	host	gene-FTB24_18195
gene-FTB24_17560	305	325	379	292	316	370	655	541	438	870	702	624	819	589	782	host	gene-FTB24_17560
gene-FTB24_01210	59	61	326	55	64	147	122	70	100	47	72	107	66	247	221	host	gene-FTB24_01210
gene-FTB24_10235	4649	6115	3768	3030	6243	6209	3323	4159	4621	2596	2947	3233	3328	2020	3456	host	gene-FTB24_10235
gene-FTB24_05835	30	61	74	35	43	43	68	84	77	76	103	124	262	261	352	host	gene-FTB24_05835
gene-FTB24_08255	819	685	1257	731	510	673	426	504	466	406	267	362	816	734	741	host	gene-FTB24_08255
gene-FTB24_10460	434	270	202	699	510	427	639	452	288	356	287	202	912	588	646	host	gene-FTB24_10460
gene-FTB24_15735	57557	47796	18046	19144	34768	25339	21992	24506	19892	13184	12981	13415	19503	12421	18433	host	gene-FTB24_15735
gene-FTB24_17420	594	334	786	759	375	433	392	365	300	285	284	289	497	626	565	host	flgL
gene-FTB24_03065	12277	13314	8572	9885	12990	10425	8836	9422	9232	7016	7408	9143	7234	5194	8220	host	gene-FTB24_03065
gene-FTB24_12395	2605	2162	2690	3429	3206	3245	2714	2895	2579	2120	1717	1705	3028	2401	2478	host	gene-FTB24_12395
gene-FTB24_10710	1500	1552	800	1659	2652	2383	1870	2153	1979	1461	1432	1500	1613	1155	1578	host	gene-FTB24_10710
gene-FTB24_10315	7	1	31	7	6	9	10	6	10	11	12	11	6	29	22	host	gene-FTB24_10315
gene-FTB24_05825	139	214	299	165	272	274	256	271	288	313	492	413	377	368	462	host	gene-FTB24_05825
gene-FTB24_15835	2311	1777	2574	1703	1514	1720	1653	1678	1420	1593	1490	1644	1889	2017	2358	host	gene-FTB24_15835
gene-FTB24_02555	2611	2087	2358	2976	2770	2666	2956	2791	2350	2450	2153	2023	3560	3016	3096	host	rnr
gene-FTB24_18775	354	428	626	180	247	327	236	334	287	256	230	236	374	363	426	host	gene-FTB24_18775
gene-FTB24_01615	3966	2062	1074	3499	3134	2789	4291	3071	2812	2313	1796	1779	1872	995	1275	host	clpP
gene-FTB24_00575	158	134	393	104	138	235	182	122	159	141	166	203	173	360	366	host	gene-FTB24_00575
